Date,Open,High,Low,Close,Adj Close,Volume
2017-03-01,8.830000,8.970000,8.650000,8.800000,8.800000,41100
2017-03-02,8.630000,8.910000,8.030000,8.160000,8.160000,97800
2017-03-03,7.900000,8.950000,7.900000,8.740000,8.740000,107000
2017-03-06,10.950000,11.500000,9.000000,9.230000,9.230000,1703200
2017-03-07,9.270000,9.400000,8.580000,9.150000,9.150000,409700
2017-03-08,9.150000,9.310000,8.920000,9.090000,9.090000,62100
2017-03-09,9.110000,9.130000,8.910000,8.930000,8.930000,55600
2017-03-10,8.950000,9.380000,8.840000,8.900000,8.900000,70300
2017-03-13,8.940000,9.350000,8.940000,9.300000,9.300000,75000
2017-03-14,9.360000,9.360000,9.030000,9.050000,9.050000,62500
2017-03-15,8.990000,9.050000,8.260000,8.490000,8.490000,264700
2017-03-16,8.500000,8.680000,8.110000,8.110000,8.110000,280200
2017-03-17,8.080000,8.240000,7.500000,7.640000,7.640000,336000
2017-03-20,7.700000,8.450000,7.650000,8.000000,8.000000,300200
2017-03-21,8.160000,8.240000,7.710000,8.160000,8.160000,217900
2017-03-22,8.130000,8.170000,7.800000,8.100000,8.100000,134600
2017-03-23,8.050000,8.180000,7.910000,7.970000,7.970000,165500
2017-03-24,7.950000,8.210000,7.840000,8.130000,8.130000,133200
2017-03-27,8.110000,8.250000,7.950000,8.220000,8.220000,75600
2017-03-28,8.170000,8.210000,8.050000,8.180000,8.180000,25300
2017-03-29,8.120000,8.190000,8.040000,8.080000,8.080000,29900
2017-03-30,8.020000,8.190000,7.850000,8.060000,8.060000,41400
2017-03-31,8.060000,8.300000,8.050000,8.300000,8.300000,84500
2017-04-03,8.260000,8.600000,8.210000,8.580000,8.580000,42800
2017-04-04,8.630000,8.950000,8.340000,8.890000,8.890000,111400
2017-04-05,8.800000,8.990000,8.800000,8.930000,8.930000,86700
2017-04-06,8.870000,8.970000,8.760000,8.930000,8.930000,91300
2017-04-07,8.900000,9.250000,8.720000,9.110000,9.110000,168700
2017-04-10,9.180000,9.180000,8.750000,8.770000,8.770000,20500
2017-04-11,8.760000,8.850000,8.670000,8.800000,8.800000,15100
2017-04-12,8.750000,8.830000,8.200000,8.290000,8.290000,49900
2017-04-13,8.340000,8.460000,8.000000,8.100000,8.100000,76500
2017-04-17,7.990000,8.100000,7.860000,7.860000,7.860000,57900
2017-04-18,7.830000,8.500000,7.810000,7.810000,7.810000,40000
2017-04-19,7.870000,7.960000,7.300000,7.350000,7.350000,195900
2017-04-20,7.480000,7.700000,7.300000,7.650000,7.650000,86600
2017-04-21,7.590000,7.630000,7.500000,7.540000,7.540000,6900
2017-04-24,7.560000,7.620000,7.310000,7.340000,7.340000,62700
2017-04-25,7.270000,7.600000,6.180000,6.400000,6.400000,333900
2017-04-26,6.560000,6.720000,5.510000,5.790000,5.790000,366800
2017-04-27,5.650000,5.890000,5.160000,5.600000,5.600000,463600
2017-04-28,4.910000,5.500000,4.350000,5.330000,5.330000,870600
2017-05-01,5.400000,5.870000,5.120000,5.850000,5.850000,316100
2017-05-02,5.840000,5.850000,5.550000,5.680000,5.680000,112100
2017-05-03,5.630000,5.990000,5.460000,5.840000,5.840000,216000
2017-05-04,5.800000,5.820000,5.350000,5.480000,5.480000,122600
2017-05-05,5.500000,5.800000,5.250000,5.310000,5.310000,109000
2017-05-08,5.270000,5.270000,4.930000,5.170000,5.170000,102000
2017-05-09,5.130000,5.250000,5.060000,5.130000,5.130000,53000
2017-05-10,5.130000,5.130000,4.820000,4.930000,4.930000,108100
2017-05-11,5.070000,5.070000,4.850000,4.950000,4.950000,38600
2017-05-12,4.950000,4.990000,4.880000,4.910000,4.910000,53100
2017-05-15,4.840000,4.940000,4.810000,4.820000,4.820000,51900
2017-05-16,4.820000,4.890000,4.760000,4.760000,4.760000,135100
2017-05-17,4.760000,4.840000,4.700000,4.760000,4.760000,59200
2017-05-18,4.800000,4.800000,4.610000,4.680000,4.680000,49400
2017-05-19,4.680000,4.820000,4.670000,4.770000,4.770000,114000
2017-05-22,4.800000,4.990000,4.710000,4.790000,4.790000,53900
2017-05-23,4.760000,5.400000,4.760000,5.170000,5.170000,362400
2017-05-24,5.300000,5.350000,4.800000,5.300000,5.300000,334200
2017-05-25,5.350000,5.510000,5.150000,5.200000,5.200000,150100
2017-05-26,5.240000,5.350000,5.080000,5.260000,5.260000,148400
2017-05-30,5.300000,5.370000,5.110000,5.150000,5.150000,50800
2017-05-31,5.120000,5.250000,5.020000,5.190000,5.190000,74400
2017-06-01,5.170000,5.570000,5.150000,5.170000,5.170000,198000
2017-06-02,5.160000,5.340000,5.100000,5.230000,5.230000,78000
2017-06-05,5.230000,5.300000,5.140000,5.210000,5.210000,46300
2017-06-06,5.250000,5.250000,5.150000,5.160000,5.160000,37100
2017-06-07,5.160000,5.310000,5.100000,5.180000,5.180000,42600
2017-06-08,5.180000,5.200000,5.050000,5.110000,5.110000,29000
2017-06-09,5.180000,5.300000,4.500000,4.860000,4.860000,215100
2017-06-12,4.890000,4.930000,4.770000,4.860000,4.860000,18400
2017-06-13,4.860000,4.920000,4.600000,4.840000,4.840000,77100
2017-06-14,4.770000,5.000000,4.650000,4.930000,4.930000,46700
2017-06-15,4.840000,4.980000,4.730000,4.820000,4.820000,50800
2017-06-16,4.860000,4.900000,4.630000,4.640000,4.640000,46200
2017-06-19,4.650000,4.800000,4.600000,4.680000,4.680000,140100
2017-06-20,4.650000,4.900000,4.650000,4.840000,4.840000,16600
2017-06-21,4.820000,5.010000,4.810000,4.950000,4.950000,36700
2017-06-22,4.990000,5.100000,4.930000,4.990000,4.990000,19000
2017-06-23,5.000000,5.050000,4.890000,5.010000,5.010000,19600
2017-06-26,5.060000,5.100000,4.810000,4.940000,4.940000,27700
2017-06-27,4.950000,4.990000,4.870000,4.920000,4.920000,21700
2017-06-28,4.990000,5.100000,4.920000,5.010000,5.010000,78900
2017-06-29,5.040000,5.360000,5.040000,5.230000,5.230000,76100
2017-06-30,5.320000,5.430000,5.110000,5.310000,5.310000,52700
2017-07-03,5.360000,5.390000,5.130000,5.300000,5.300000,20600
2017-07-05,5.340000,5.400000,5.150000,5.360000,5.360000,31500
2017-07-06,5.470000,5.470000,5.250000,5.310000,5.310000,64800
2017-07-07,5.270000,5.470000,5.240000,5.460000,5.460000,55200
2017-07-10,5.420000,5.550000,5.300000,5.550000,5.550000,74100
2017-07-11,5.600000,5.610000,5.250000,5.380000,5.380000,49400
2017-07-12,5.390000,5.500000,5.330000,5.400000,5.400000,68000
2017-07-13,5.480000,5.580000,5.420000,5.460000,5.460000,68400
2017-07-14,5.500000,6.240000,5.500000,6.160000,6.160000,365600
2017-07-17,6.420000,6.540000,6.110000,6.170000,6.170000,224500
2017-07-18,6.220000,6.220000,5.900000,5.910000,5.910000,93900
2017-07-19,5.910000,5.930000,5.650000,5.760000,5.760000,46400
2017-07-20,5.800000,5.960000,5.800000,5.930000,5.930000,32500
2017-07-21,5.990000,6.050000,5.850000,6.040000,6.040000,41300
2017-07-24,6.060000,6.070000,5.750000,5.840000,5.840000,54000
2017-07-25,5.910000,5.920000,5.750000,5.850000,5.850000,38400
2017-07-26,5.760000,5.840000,5.650000,5.650000,5.650000,24600
2017-07-27,5.660000,5.890000,5.430000,5.500000,5.500000,46800
2017-07-28,5.540000,5.540000,5.110000,5.160000,5.160000,76200
2017-07-31,5.130000,5.340000,5.100000,5.250000,5.250000,77200
2017-08-01,5.360000,5.360000,4.750000,4.820000,4.820000,265200
2017-08-02,4.850000,5.010000,4.750000,4.780000,4.780000,47700
2017-08-03,4.720000,4.850000,4.550000,4.800000,4.800000,92100
2017-08-04,4.830000,4.880000,4.770000,4.780000,4.780000,30900
2017-08-07,4.800000,5.000000,4.770000,4.940000,4.940000,61900
2017-08-08,4.960000,5.040000,4.710000,4.730000,4.730000,78700
2017-08-09,4.400000,4.680000,4.120000,4.360000,4.360000,232900
2017-08-10,4.350000,4.530000,4.310000,4.490000,4.490000,100800
2017-08-11,4.440000,4.460000,4.240000,4.330000,4.330000,63400
2017-08-14,4.300000,4.370000,4.200000,4.210000,4.210000,41400
2017-08-15,4.200000,4.270000,4.130000,4.270000,4.270000,42400
2017-08-16,4.260000,4.370000,4.220000,4.330000,4.330000,26300
2017-08-17,4.300000,4.300000,4.200000,4.260000,4.260000,27800
2017-08-18,4.230000,4.250000,4.130000,4.170000,4.170000,32200
2017-08-21,4.200000,4.280000,4.160000,4.260000,4.260000,25400
2017-08-22,4.240000,4.360000,4.230000,4.300000,4.300000,11300
2017-08-23,4.300000,4.320000,4.200000,4.300000,4.300000,23200
2017-08-24,4.280000,4.480000,4.260000,4.480000,4.480000,28800
2017-08-25,4.450000,4.890000,4.350000,4.890000,4.890000,45400
2017-08-28,4.870000,4.870000,4.530000,4.580000,4.580000,27500
2017-08-29,4.530000,4.570000,4.430000,4.450000,4.450000,21500
